"","itemname","itemnumber","participant","receipt","category","amount","itemPrice","rabat","purchdate","purchtime","weekno","monthno","yearno","MerchantName","DateOfBirth","Gender","ContactMe"
"2477","tuborg nul mango x6","3080216057637","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2478","flaskepant","293005","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2479","havregryn","5712870506005","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2480","volume million ex bl","590750","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2481","poelsem. frankfurter","5712875824999","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2482","rema 1000 bacon","5705830070401","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2483","coca cola 1,5l","57045795","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2484","paalaekker skinke","5707196154665","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2485","grillkrydderi","7311311017032","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2486","barebells bar rocky","7340001804447","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2487","kronekilde ost","5705830606921","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2488","fentimans yuzu tonic","5712874467654","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2489","pant","8880171","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2490","kv joedekager","5709364674098","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2491","rema1000 frugtco","5705830007278","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2492","ll aaa 4pak","5710405570989","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2493","pant","8880173","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2494","pant a, 1 stk","7000","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2495","m&m's peanuts 165g","5710405101589","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2496","coleus","5708869183166","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2497","tulip bacon","5707196031805","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2498","baerepose alm","5701012360674","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2499","oeko agurk","5710405535797","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2500","red bull sukkerfri","9002490237202","participant_5",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2501","letmaelk","5701012549833","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2502","la campagna alla gon","5712871094570","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2503","knorr champignon","8710604750080","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2504","avocado, loese","5711044386443","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2505","minipak","5702138300568","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2506","becel 38%","8712566406500","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2507","moyu kube 3x3","7072611000000","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2508","hindbaerbrus 1st","5701598028807","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2509","by rc rejse vaekkeur","5710250025870","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2510","mbs vol mous med 400","763043","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2511","kaernemaelk","5700426101613","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2512","roed karrybland.","5705830607072","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2513","kyl.brystfilet","5789000097672","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2514","h.c. andersen oeko125","5707673108020","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2515","black coffee ft oeko","5701115385574","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2516","pant","8880171","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2517","rapsolie oeko","5712872735625","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2518","kanelsnegl","2300","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2519","oeko skummet","5700426293929","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2520","trappistes","5412858000104","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2521","taco skaller","5710405091668","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2522","glutenfri pizza","5705830603166","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2523","hk gris/kalv 4-7%","5712580330006","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2524","oeko. kaergaarden","5760466904964","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2525","heinz tomato chips","8710398165121","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2526","daasepant","295005","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2527","pant","8880171","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2528","magical four season","5708869306961","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2529","jordbaer","7340007901096","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2530","maille dijon sennep","3036810201402","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2531","kalk + vitamin d3","5745325133778","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2532","olivenolie","8435042812113","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2533","donut m/kakao","5712874331603","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2534","pant","8880172","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2535","fl. haandsaebe ref","5705830109552","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2536","oeko skummet","5700426293929","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2537","amanda makrelfilet","5705550303032","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2538","klovborg ml","5760466932240","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2539","velsmag hk. oksekoed","5701200182606","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2540","laborde cremant demi","5706237030074","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2541","hoensekoedssuppe","5707196111156","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2542","oejen gele norm.up 80","5719801000359","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2543","guleroedder haands.","8425776000115","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2544","oeko loeg. koldskaal","5710328000099","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2545","prince rich taste hb","57071138","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2546","lakridskugler","5705830011077","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2547","coca cola","57045795","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2548","graasten dressing","5701295290743","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2549","zendium extra fresh","8710447263167","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2550","oeko gaer 50g","5710815000762","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2551","oeko guleroedder","5712870272580","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2552","pepsi max","5741000123676","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2553","chocobella maelk heln","5712870686943","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2554","rema frugtsnack","5705830008428","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2555","rosiner","41143027929","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2556","mammen ost","5703985044063","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2557","fuldkornstoast","5712872135159","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2558","maille dijon sennep","3036810201402","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2559","prince100 rt","57071145","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2560","graasten remoulade","5704000437754","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2561","havrefras 450g","5701018055109","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2562","gestus minifrikadell","5701410367305","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2563","sanex shower gel zero% 1000ml","10005330","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2564","polyfilla klar til b","11409914952","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2565","fuldkornstoast","5712874604547","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2566","ryet led-paere g9 200","90346554","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2567","kleenex boks","5029053565750","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2568","appelsiner","5711044723149","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2569","dansk boef m/loeg","207233","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2570","groen tuborg 15x33 cl","5740700994067","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2571","depend minilak o2 a6","770472","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2572","theboller","59102","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2573","one guava","5710326019727","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2574","6-pak chokolade bar","4011800420215","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2575","hoeng skimmelost gyld","5711953070303","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2576","kalkunpoelse","57067209","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2577","kyl.brystfilet","5760725236744","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2578","iceberg","5710405299200","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2579","gestus havregr grov","5701410385101","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2580","honning","5712870879116","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2581","levebroed skyrboller","5701205007195","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2582","apollinaris 0,5l x6","5701598119970","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2583","leverpostej","5705830602909","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2584","bells corn flakes","5712871199039","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2585","poelsehornspoelse","5705830605269","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2586","crispy munchies 100g","5712873610662","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2587","wasa runda kanel","5710405063528","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2588","veltie koekkenrulle","5901478998767","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2589","lurpak smoer 200g","5740900403383","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2590","foraarsloeg","451","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2591","oekologisk roastbeef","5701483174183","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2592","marabou pl.","5710405058937","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2593","deli frikadeller","29978380","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2594","abc face cream 50 ml","704217","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2595","salling oeko bacon","5712874592561","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2596","svampemix","8713021975302","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2597","uuru bananer oeko","4013996096229","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2598","harmonie oeko smoer","5711953025365","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2599","kinder surprise","5712871317044","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2600","oeko. minimaelk","5705830606075","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2601","flaskepant","293005","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2602","minimaelk","5700426291383","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2603","servietter 33x33","5703855618820","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2604","oeko fennikel","5706779020557","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2605","philadelphia origina","5710405310448","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2606","gelato clas. is chok","5712871111239","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2607","focaccia skinke ost","5712871781340","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2608","appelsinnektar 1,75l","5705010071396","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2609","capolavoro","5704634182563","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2610","red bull sukkerfri","9002490237202","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2611","laktosefri","7310865073556","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2612","agurker","5708567083546","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2613","mentos strawberry","87317527","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2614","chokoladekage","110010","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2615","uncle bens","4002359002014","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2616","maelkechokolade","5705830008251","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2617","oeko loegism. skum 1l","5710328002864","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2618","hvede sandwich 800g","5701071001181","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2619","mms natursvamp lille","732641","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2620","gartnerens planter","5708869309931","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2621","samelle toiletpapir","5712871447741","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2622","maelkesnitte","5705830603005","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2623","oeko cherry tomater","5712580118116","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2624","fyrfadsstage m/hank,","5712871741443","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2625","aeble/solbaer 90g oeko","7613036287913","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2626","16 juice","5712580475547","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2627","oeko kartofler 1 kg","5712873466689","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2628","marabou rulle daim","5712872259077","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2629","fazer dumle","6416453073319","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2630","ejby oel 2022","5711443901728","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2631","lambi 6 rl koekken","6414301053056","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2632","mozzarella kugle","5712870974354","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2633","havsalt chips","5701979992307","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2634","colgate karies kontr","8718951179653","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2635","hvidloegsbaguette","5712873998067","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2636","majs","5712871051252","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2637","blaa druer","5710405084127","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2638","oeko.jasmin ris","5701841408028","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2639","hoejer kaempe ringride","500069554","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2640","kohberg rugsandwich","5701246105164","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2641","aeggeblommer 160g","5701607579771","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2642","cheasy skyr 0,2%","5760466996686","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2643","first price letmaelk","7311041073292","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2644","vores frokoststyk","5710405398200","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2645","pant","8880173","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2646","soed paprika","5712872281801","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2647","firk.pink.donut","98675","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2648","brownie","5712872210948","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2649","non-food","900467","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2650","elvital shampoo","5710405159139","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2651","cloetta juleskum ori","7310350119790","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2652","pant","8880172","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2653","vej selv slik","208099","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2654","finvalset havregryn","5712871081631","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2655","kit kat mini 200g","5712870746579","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2656","snickers 4pk","5710405058661","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2657","burger ost","3228020490329","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2658","choko dessert","4009700021571","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2659","pant","8880172","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2660","hk. kyllingekoed","5760725216500","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2661","mini grissini hv","5710183055418","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2662","plantesaek 40 liter","21809037452","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2663","tuborg classic 12pak","5740700988042","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2664","oral b vitality elect. toothbrush spiderman","10026245","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2665","brunsvigerknude","98365","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2666","active liver 120 tab","644464","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2667","kyllingestrimler","5760725234269","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2668","bf 3 i 1 bones","5700551128905","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2669","matador mix dark","5701090059521","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2670","brunello 1fl","709067107980","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2671","oeko persille","5711044093518","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2672","balloner 20 stk","7316191806271","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2673","ananas","5701598028777","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2674","hk. kalv og svin 8-1","5701410362782","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2675","rema 1000 poser","5705830006905","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2676","oeko-snackroedder","7330606100006","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"2677","rullepoelse","5701483175968","participant_6",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
